CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Ticket Info,image_path,open_time,close_time,coordinate
FB011,Quince Saigon,F&B,4.7,"37 Ky Con Street, Nguyen Thai Binh Ward, District 1, Ho Chi Minh City",Creative modern dishes served in an elegant setting.,"Quince Saigon is a stylish restaurant where rustic charm meets modern Mediterranean-inspired fine dining. Located in District 1, it’s known for its wood-fired cooking and creative dishes made with seasonal, locally sourced ingredients. The open kitchen concept allows guests to watch chefs prepare meals, adding an interactive element to the dining experience. Signature dishes like slow-cooked lamb and charred vegetables are bursting with smoky, rich flavors. The atmosphere is cozy yet chic, with warm lighting and exposed brick walls. With a thoughtfully curated wine list and excellent service, Quince Saigon is the perfect spot for a memorable night out for food lovers.","~₫500,000–₫1,000,000/person",img/quince.jpg,11:00,23:00,"10.766451948863953, 106.69973168114514"
FB012,Kappou Nishiyama,F&B,4.6,"21 Phan Ke Binh Street, Da Kao Ward, District 1, Ho Chi Minh City",Exquisite Japanese fine dining experience.,"Kappou Nishiyama is an intimate Japanese fine dining experience in Ho Chi Minh City, where guests can enjoy the kappou style of dining—where the preparation of each dish is as important as the food itself. The skilled Japanese chef prepares a multi-course meal in front of diners, using seasonal ingredients flown in from Japan. Expect delicately prepared sashimi, perfectly grilled fish, and refined broths that emphasize simplicity and purity of flavor. The minimalist decor enhances the serene, focused atmosphere, making each meal feel like a personal, almost ceremonial experience. With limited seating, reservations are essential. For lovers of authentic Japanese cuisine, this is a hidden treasure in Saigon.","~₫1,000,000–₫2,000,000/person",img/kappou-nishiyama.jpg,11:00,14:00,"10.77517814019396, 106.70098237386507"
FB013,Pho Phu Vuong,F&B,4.5,"120 Nguyen Thai Binh Street, Nguyen Thai Binh Ward, District 1, Ho Chi Minh City",Rich beef noodle soup that’s full of flavor.,"Pho Phu Vuong is a must-visit for anyone craving an authentic bowl of Vietnamese pho in Saigon. This charming eatery is beloved by locals for its rich, aromatic broth and tender slices of beef, crafted using traditional techniques and quality ingredients. The broth is bold yet balanced, the perfect base for the tender meat and generous garnishes like fresh herbs, lime, and chilies. The casual atmosphere is welcoming, making it ideal for a comforting meal at any time of day. With quick and friendly service, Pho Phu Vuong is perfect for a quick lunch or late-night pho craving, and it’s considered one of Saigon’s top pho spots.","~₫50,000–₫80,000/bowl",img/phu-vuong.jpg,6:00,21:00,"10.768314943692575, 106.69861692702801"
FB014,Xoi Ga Number One,F&B,3.8,"37 Nguyen Huu Cau Street, Tan Dinh Ward, District 1, Ho Chi Minh City",Savory chicken sticky rice beloved by locals.,"Xoi Ga Number One is famed for serving some of the best chicken sticky rice in Saigon. The fragrant, perfectly cooked glutinous rice pairs beautifully with juicy, flavorful chicken, creating a satisfying dish with both sticky and slightly crispy textures. The savory, slightly sweet soy sauce drizzle adds to the rich flavor. Despite its simple setting, this humble eatery consistently draws long lines, especially for breakfast or late-night meals. The fast service and affordable prices make it a favorite among locals, students, and workers alike. It’s an authentic taste of Saigon’s vibrant street food scene, perfect for anyone hungry for a hearty meal.","~₫30,000–₫50,000/portion",img/xoi-ga-number-one.jpg,6:00,21:00,"10.773813212948014, 106.69918304031441"
FB015,Kabin,F&B,4.8,"1A Ton Duc Thang Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Cantonese cuisine with a luxurious touch.,"Kabin, located in the Renaissance Riverside Hotel Saigon, is a luxurious destination for lovers of refined Cantonese cuisine. The elegant decor features intricate woodwork and traditional Chinese motifs, creating a sophisticated atmosphere. The menu includes a variety of Cantonese favorites, such as delicate dim sum and lavish seafood dishes like Peking duck and lobster noodles. With an extensive selection of wine and tea to complement the meal, and attentive service, Kabin offers a memorable dining experience. The private dining rooms provide a more intimate setting for gatherings, making Kabin a top choice for anyone seeking a high-end meal in Saigon.","~₫200,000–₫400,000/person",img/kabin-saigon.jpg,10:00,22:00,"10.774377394154472, 106.7062732491782"
FB016,Lagom Café - Belgian Beer & Coffee Lounge,F&B,4.0,"36 Ton That Thiep Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Belgian beers and specialty coffee in a cozy lounge.,"Lagom Café offers a stylish blend of cozy café culture and a lively beer lounge in the heart of Ho Chi Minh City. Known for its relaxed atmosphere, Lagom serves a refreshing selection of craft Belgian beers alongside expertly brewed coffee. The decor is a mix of Scandinavian minimalism and rustic warmth, providing a great space to unwind at any time of day. Whether you’re enjoying a latte in the morning or sipping a Trappist ale in the evening, Lagom has something for every occasion. The food menu, featuring gourmet snacks and hearty platters, pairs perfectly with both coffee and beer. Regular events like live music and beer tasting add to the charm, making Lagom a must-visit spot.","~₫50,000–₫100,000/drink",img/lagom-cafe.jpg,8:00,23:00,"10.78708965757783, 106.69130139349136"
FB017,Pho Bo Phu Gia,F&B,4.4,"146E Ly Chinh Thang Street, Ward 7, District 3, Ho Chi Minh City",Hearty beef noodle soup with rich broth.,"Pho Bo Phu Gia is a cherished spot for fans of authentic northern-style beef pho in Saigon. The broth is light, clear, and aromatic, offering a pure taste of traditional Hanoi flavors. With tender beef cuts, firm noodles, and a subtle seasoning that lets the natural sweetness of the beef shine through, this pho stands apart from the typical southern-style varieties. The no-frills atmosphere allows the food to take center stage, and the brisk, friendly service makes it perfect for a quick yet satisfying meal. If you’re looking for an authentic taste of northern pho in Saigon, Pho Bo Phu Gia is a must-try.","~₫50,000–₫80,000/bowl",img/pho-phu-gia.jpg,6:00,21:00,"10.786419015642988, 106.68451044591998"
FB018,Bo Kho Ganh,F&B,4.1,"84 Nguyen Thi Minh Khai Street, Ben Thanh Ward, District 1, Ho Chi Minh City",Tender beef stew with a traditional twist.,"Bo Kho Ganh at 84 Nguyen Thi Minh Khai is a local favorite for fans of hearty Vietnamese beef stew. The bò kho is rich, aromatic, and perfectly cooked, with tender beef chunks that practically melt in your mouth. The flavorful broth blends star anise, cinnamon, lemongrass, and tomatoes, creating a comforting and slightly sweet taste. The dish can be enjoyed with a crispy baguette or over soft rice noodles. With its casual, bustling atmosphere, Bo Kho Ganh is a great place for a satisfying meal any time of day. The generous portions and affordable prices make it a go-to for stew lovers seeking pure comfort food.","~₫50,000–₫80,000/bowl",img/bo-kho-ganh.jpg,6:00,21:00,"10.761816091063361, 106.67302065932658"
LC001,Ho Chi Minh City Post Office,Local,4.3,"2 Cong Xa Paris Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Iconic post office designed by Gustave Eiffel.,"The Ho Chi Minh City Post Office is an architectural gem and a must-see landmark. Built during the late 19th century in a blend of French colonial and Gothic styles, the building features a grand arched entrance and intricate ironwork. Inside, high vaulted ceilings and antique wooden booths add to the historical charm. A large map of southern Vietnam painted on the wall further connects the building to Saigon’s past. It’s not just a post office—it’s a piece of history, with a vibrant atmosphere perfect for photographs and a visit to soak in the architecture. Nearby cafes and shops add to the old-world charm, making it an ideal spot to explore and relax.",Free to visit,img/buu-dien-thanh-pho-hcm.jpg,7:00,17:00,"10.779842659449939, 106.69996820993975"
LC002,Tao Dan Park,Local,4.7,"55C Nguyen Thi Minh Khai Street, Ben Thanh Ward, District 1, Ho Chi Minh City",A peaceful green park in the city center.,"Tao Dan Park is a serene green space in the heart of District 1, offering a tranquil escape from the city’s hustle and bustle. The park is popular with morning joggers, tai chi practitioners, and families looking for a quiet place to relax. Shady paths and large trees create a cool retreat, while vibrant flower gardens add color year-round. The park is especially lively in the early mornings and evenings, with locals engaging in exercise or enjoying leisurely strolls. A highlight is the collection of sculptures scattered throughout the park, which adds a whimsical touch to the peaceful atmosphere. Tao Dan Park is perfect for a reflective walk, a moment of rest, or simply unwinding in the middle of the city.",Free,img/cong-vien-tao-dan.jpg,0:00,23:59,"10.774553608778882, 106.69244078025946"
LC003,Book Street,Local,4.4,"Nguyen Van Binh Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A charming street lined with bookstores and cafes.,"Đường Sách, or Book Street, is a unique cultural hub located near Nguyen Hue Walking Street, where literature lovers can indulge in a world of books. The street is lined with bookshops offering a mix of Vietnamese and international literature, art books, travel guides, and rare editions. Many bookstores have cozy reading corners where you can relax with a book and coffee. There are also occasional book launches, author talks, and exhibitions, making it a dynamic spot for cultural exchange. Whether you’re looking for a new read or just want to enjoy a peaceful vibe, Đường Sách is an oasis for bookworms in the heart of the city.",Free to visit; costs depend on personal spending,img/duong-sach.jpg,0:00,23:59,"10.780977944667105, 106.70007230244788"
LC004,Notre-Dame Cathedral Basilica of Saigon,Local,4.1,"1 Cong Xa Paris Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Historic cathedral with stunning French architecture.,"The Notre-Dame Cathedral Basilica of Saigon is one of the most iconic landmarks in Ho Chi Minh City. Built by the French in the late 19th century, the cathedral features a striking red brick facade, twin bell towers, and intricate stained glass windows. It’s a peaceful spot to admire both the exterior and the serene interior, which is still used for regular mass services. The cathedral is located in the heart of District 1, surrounded by bustling streets, cafes, and shops. Its architectural grandeur, along with the surrounding area perfect for photography, makes it an essential stop for visitors looking to explore Saigon’s French heritage.",Free to visit,img/nha-tho-duc-ba.jpg,8:00,17:00,"10.779800051912392, 106.69901831414568"
LC005,Nha Rong Wharf,Local,4.7,"1 Nguyen Tat Thanh Street, Ward 12, District 4, Ho Chi Minh City",Historic port museum with Saigon River views.,"Bến Nhà Rồng, or the Saigon River Port, is a historical landmark with deep ties to Vietnam’s colonial past. It’s famous for being the departure point of Ho Chi Minh (then Nguyen Ai Quoc) in 1911, marking the start of his revolutionary journey. The building combines Western colonial architecture with Eastern design, featuring large columns and arched windows. Today, it houses the Ho Chi Minh Museum, showcasing items related to the leader’s life and Vietnam’s path to independence. The riverside location offers scenic views, making this a peaceful and educational stop for history enthusiasts or those simply enjoying a walk along the river.",Free to visit,img/ben-nha-rong.jpg,8:00,17:00,"10.76818190356668, 106.70686546017299"
LC006,Independence Palace,Local,4.6,"135 Nam Ky Khoi Nghia Street, Ben Thanh Ward, District 1, Ho Chi Minh City",The iconic Reunification Palace rich in history.,"The Independence Palace, or Dinh Độc Lập, stands as a symbol of Vietnam’s history and reunification. Once the presidential residence and workplace during the Vietnam War, its mix of 1960s modernism and traditional Vietnamese elements makes it a unique architectural site. Visitors can explore rooms like the President's office, banquet hall, and iconic war rooms in the basement, including bunkers and control centers. The lush gardens, pool, and helipad add to the grandeur of the palace. It’s a must-visit for anyone interested in understanding the historical and political changes that shaped modern Vietnam.","~₫40,000–₫60,000/entry",img/dinh-doc-lap.jpg,7:30,18:00,"10.77700907919212, 106.69530175013531"
LC007,Saigon Zoo and Botanical Gardens,Local,4.0,"2 Nguyen Binh Khiem Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A large zoo and botanical garden in the city.,"Thảo Cầm Viên, or the Saigon Zoo and Botanical Gardens, is one of the oldest zoos in the world, established in 1865. This lush, green space is a favorite among locals and visitors looking for a break from the city. The zoo is home to a variety of animals, including tigers, elephants, and monkeys, along with native Vietnamese species. The botanical gardens feature beautiful landscapes with rare plants and flowers, perfect for a leisurely stroll. The nostalgic charm of the zoo, with its colonial-era structures, makes it a great family-friendly destination. Whether you’re interested in wildlife or simply want to enjoy the greenery, Thảo Cầm Viên offers a peaceful retreat in the city.","~₫50,000–₫100,000/entry",img/thao-cam-vien.jpg,7:00,18:00,"10.787348494748628, 106.70505598909709"
LC008,Museum of Vietnamese History,Local,4.2,"2 Nguyen Binh Khiem Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Museum showcasing Vietnam’s fascinating history.,"The Museum of Vietnamese History is a treasure trove of artifacts showcasing Vietnam’s rich past. Located in a stunning colonial building, the museum offers an in-depth look at Vietnam’s ancient cultures, dynastic periods, and more recent historical struggles. Highlights include an impressive collection of Cham sculptures and insightful exhibits about Vietnam’s revolutionary struggles, including the French colonial era and the Vietnam War. This museum is a must-visit for history buffs or anyone wanting to understand the evolution of Vietnam through its art, culture, and political history.","~₫30,000–₫50,000/entry",img/bao-tang-lich-su.jpg,8:00,17:00,"10.788089045344142, 106.70472839931904"
LC009,Cu Chi Tunnels,Local,4.5,"Phu Hiep Hamlet, Phu My Hung Commune, Cu Chi District, Ho Chi Minh City",Explore the historic underground tunnels of Cu Chi.,"The Cu Chi Tunnels are a remarkable historical site located about 60 kilometers from Ho Chi Minh City. These extensive underground networks were used by the Viet Cong during the Vietnam War as living quarters, kitchens, hospitals, and storage rooms. Visitors can crawl through narrow passages, explore hidden traps and secret entrances, and learn about the construction and survival tactics used in the tunnels. The site offers an immersive experience into wartime conditions and the ingenuity required to survive. With educational displays, guides, and demonstrations of old tactics, the Cu Chi Tunnels offer a powerful glimpse into Vietnam's wartime history and resilience.","~₫100,000–₫200,000/tour",img/dia-dao-cu-chi.jpg,8:00,17:00,"11.141406968354879, 106.46213251440814"
LC010,Ba Thien Hau Temple,Local,4.2,"710 Nguyen Trai Street, Ward 11, District 5, Ho Chi Minh City",Beautiful temple honoring the sea goddess.,"Ba Thien Hau Temple, one of the oldest and most significant temples in Ho Chi Minh City, is dedicated to the sea goddess Mazu, protector of sailors. Located in District 5, the temple is a stunning example of Chinese architecture, with intricate woodwork, ornate altars, and colorful porcelain figures. Despite its bustling surroundings, the temple provides a peaceful, contemplative atmosphere, and locals often visit to pray for blessings and safe travels. During festivals like Tet Nguyen Tieu, the temple comes alive with vibrant ceremonies. For history lovers and culture seekers, Ba Thien Hau Temple is an essential stop to experience Saigon’s spiritual heart.",Free to visit,img/ba-thien-hau-temple.jpg,7:00,17:00,"10.753270520483127, 106.66117903652513"
LC011,Jade Emperor Pagoda,Local,4.2,"73 Mai Thi Luu Street, Da Kao Ward, District 1, Ho Chi Minh City",Peaceful Taoist temple known for its intricate carvings.,"The Jade Emperor Pagoda, located in District 1, is a mystical and atmospheric temple built by Saigon’s Cantonese community in the early 20th century. Dedicated to the Jade Emperor, a key figure in Taoism, the pagoda features dark wooden interiors filled with incense and candles, creating an almost otherworldly atmosphere. The temple is adorned with intricate statues of deities, demons, and mythical creatures. Locals visit to pray for good fortune, love, or success, making it one of Saigon’s most beloved religious sites. The pagoda’s weathered charm and deep spirituality make it a fascinating place to explore.",Free to visit,img/jade-emperor.jpg,7:00,17:00,"10.791996050576488, 106.69817959460818"
LC012,Ba Chieu Market,Local,4.1,"40 Dien Hong Street, Ward 1, Binh Thanh District, Ho Chi Minh City",A bustling local market full of authentic finds.,"Ba Chieu Market, located in Binh Thanh District, offers an authentic and vibrant local market experience away from the tourist crowds. The market is full of fresh produce, seafood, clothes, household goods, and street food stalls. Its lively atmosphere is filled with haggling and bustling activity, with narrow alleys full of colorful goods and tempting aromas. Known for its affordable clothing, Ba Chieu Market is a favorite spot for bargain hunters. If you want to experience the energy of Saigon life as the locals do, this market is a great place to visit, offering a true taste of the city’s daily rhythm.",Free to visit; costs depend on personal spending,img/ba-chieu-market.jpg,6:00,18:00,"10.801634237433204, 106.69881205450741"
MA001,Ben Thanh Market,Market,3.8,"Le Loi Street, Ben Thanh Ward, District 1, Ho Chi Minh City",The iconic market famous for souvenirs and food.,"Chợ Bến Thành is the iconic heart of Ho Chi Minh City, an energetic market that has been a focal point for over a century. Located in District 1, this market features a diverse range of goods, from fresh produce and street food to handmade crafts and souvenirs. The market’s architecture blends French colonial style with traditional Vietnamese elements, and it’s a sensory overload with vibrant colors, aromas, and sounds. Food lovers will enjoy sampling local dishes like pho, bánh mì, and fresh fruit juices. Chợ Bến Thành is a cultural melting pot where you can witness Saigon’s everyday life while exploring its rich culinary heritage.",Free to visit; costs depend on personal spending,img/ben-thanh-market.jpg,6:00,18:00,"10.772531992029178, 106.69802077811163"
MA002,Aeon Mall,Market,4.8,"30 Bo Bao Tan Thang Street, Son Ky Ward, Tan Phu District, Ho Chi Minh City",Large shopping mall with diverse dining options.,"Aeon Mall, located in Tan Phu District, is a modern shopping destination offering a blend of retail, dining, and entertainment. Part of the Japanese Aeon Group, it features a wide range of stores catering to all tastes and budgets. The spacious and well-lit mall offers everything from electronics and beauty products to home goods and apparel. The food court is a highlight, offering both international and traditional Vietnamese dishes. The mall also features a cinema, an ice skating rink, and an arcade, making it a family-friendly destination. Aeon Mall is a perfect escape from the city’s hustle and bustle, offering a comfortable and leisurely shopping experience.",Free to visit; costs depend on personal spending,img/aeon-mall-tan-phu.png,10:00,22:00,"10.801511051610603, 106.61742407858719"
MA003,Takashimaya Vietnam,Market,4.7,"92-94 Nam Ky Khoi Nghia Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Upscale mall with luxury brands and restaurants.,"Takashimaya Vietnam, located in Saigon Centre, brings Japanese elegance to the heart of Saigon’s shopping scene. This luxury department store offers a premium shopping experience, with a wide variety of international and local brands. The spacious layout makes browsing enjoyable, and the basement food court is a standout, featuring Japanese delicacies and international cuisines. Takashimaya is known for its excellent service, and it’s a great place to relax and cool down after exploring the busy streets of District 1. Whether you’re shopping or window shopping, it offers a touch of Japanese hospitality in the heart of the city.",Free to visit; costs depend on personal spending,img/takashimaya.jpg,10:00,22:00,"10.773152653602688, 106.70060220032441"
MA004,Diamond Plaza,Market,3.9,"34 Le Duan Boulevard, Ben Nghe Ward, District 1, Ho Chi Minh City",Shopping center with fashion and lifestyle shops.,"Diamond Plaza is a luxurious shopping and entertainment complex in Ho Chi Minh City, blending colonial-style charm with modern amenities. Located near Notre Dame Cathedral, the plaza offers high-end retail, dining, and leisure options. Visitors can shop for luxury brands, jewelry, cosmetics, and even browse an upscale bookstore. With a bowling alley, cinema, and excellent restaurants and cafes, Diamond Plaza is a lifestyle destination where you can shop, eat, and relax in style. Its elegant design and peaceful atmosphere, combined with beautiful views of historic landmarks, make it a must-visit for both locals and expats alike.",Free to visit; costs depend on personal spending,img/diamond-plaza.jpg,10:00,22:00,"10.781003314074699, 106.69849607979516"
MA005,Saigon Square,Market,4.2,"77 Nam Ky Khoi Nghia Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A shopping center known for affordable fashion.,"Saigon Square is a popular shopping spot in District 1, famous for offering name-brand clothing, accessories, and souvenirs at lower prices than other places. With two main locations, the market is known for its lively and sometimes chaotic atmosphere, with small stalls packed closely together. Haggling is expected, making it a fun and rewarding experience for bargain hunters. While replicas are common, the market is air-conditioned and well-organized, ensuring a comfortable shopping experience. Saigon Square is a favorite for both locals and tourists looking to score great deals on quality items.",Free to visit; costs depend on personal spending,img/saigon-square.jpeg,9:00,18:00,"10.772796739284573, 106.70023747396172"
MA006,The Cafe Apartments,Market,4.2,"42 Nguyen Hue Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A historic building filled with unique cafes.,"The Cafe Apartments is a unique and charming spot on Nguyen Hue Walking Street, where old residential apartments have been transformed into creative spaces like cozy cafes, boutiques, and workspaces. The building's vintage charm and artsy vibe make it a favorite for both locals and tourists. Each floor has its own personality, from minimalist to eclectic, offering a variety of coffee options and desserts. Many cafes have balconies with great views of the street below, making it a perfect spot for relaxation or a quiet escape. For lovers of creative urban spaces, The Cafe Apartments is a must-visit.",Free to visit; costs depend on personal spending,img/cafe-apartment.jpg,7:00,22:00,"10.774195605545032, 106.70406010868365"
MA007,Big C Hoang Van Thu,Market,4.2,"202 Hoang Van Thu Street, Ward 9, Phu Nhuan District, Ho Chi Minh City",A large supermarket offering local and imported goods.,"Big C Hoang Van Thu is a popular supermarket located near Tan Son Nhat Airport. It offers a wide variety of products, including fresh produce, groceries, clothing, electronics, and household goods. Known for its affordable prices, it’s a favorite stop for both locals and travelers. The store is spacious and air-conditioned, with plenty of local Vietnamese products alongside international brands. Inside, there’s also a small food court serving tasty Vietnamese meals. For a local shopping experience outside of the tourist areas, Big C is a convenient and friendly spot to explore.",Free to visit; costs depend on personal spending,img/big-c.jpg,8:00,22:00,"10.800046528992915, 106.669376217081"
MA008,Tan Dinh Market,Market,3.8,"336 Hai Ba Trung Street, Tan Dinh Ward, District 1, Ho Chi Minh City",A colorful market famous for fabrics and foods.,"Tan Dinh Market, located in District 1, is a colorful and bustling market known for its fabric stalls and local food offerings. It’s a treasure trove for textiles, with vibrant fabrics in every color and texture. Alongside the fabric vendors, you’ll find fresh fruits, seafood, street food, and household items. The lively atmosphere and narrow aisles make for an authentic, local experience, where bargaining is expected. It’s a great place to sample Vietnamese dishes like banh mi and pho. The nearby pink Tan Dinh Church is a perfect photo stop after your market visit.",Free to visit; costs depend on personal spending,img/tan-dinh-market.jpg,6:00,18:00,"10.789728441171238, 106.6898431068348"
TP001,Tan Son Nhat International Airport,Transportation,4.5,"Truong Son St, Ward 2, Tan Binh District, Ho Chi Minh City","The busiest airport in Vietnam, serving both domestic and international flights.","Tan Son Nhat International Airport is the busiest airport in Vietnam and serves as the primary gateway to Ho Chi Minh City. Located just a few kilometers from the city center, it blends modern amenities with the hustle and bustle of a rapidly growing metropolis. The airport has both international and domestic terminals, offering connections to major cities across Asia and beyond. Despite the sometimes chaotic traffic and long queues, the airport exudes a certain charm in its organized disorder. It’s a place full of stories, marking the beginning or end of memorable journeys for many travelers.",Varies by airline and destination,img/tansonhat.png,0:00,23:59,"10.813443900553056, 106.66421339475986"
TP002,Saigon Railway Station,Transportation,4.2,"1 Nguyen Thong, Ward 9, District 3, Ho Chi Minh City",Main train station connecting HCMC with central and northern provinces.,"Saigon Railway Station, located in District 3, is a symbol of Vietnam’s connection between the past and present. Serving as the starting point for the country’s legendary north-south railway, the station’s modest cream-colored facade contrasts with its busy daily operations. The station is a hub for long-distance trains to destinations like Da Nang and Hanoi, with the sounds of diesel engines and the smell of street food filling the air. Vendors sell banh mi, coffee, and lottery tickets, contributing to its lively atmosphere. Despite the rapid pace of modernization, Saigon Railway Station retains a nostalgic charm, representing movement, migration, and the journey through Vietnam’s scenic landscapes.","From ~200,000 VND depending on route",img/saigon-railway-station.webp,20:00,23:59,"10.782408601842771, 106.67740179757294"
TP003,Mien Dong Bus Station,Transportation,4.0,"National Highway 1A, D1, Thu Duc City",Major bus terminal for trips to the Central and Northern Vietnam regions.,"The new Mien Dong Bus Station in Thu Duc City is a modern transport hub designed to accommodate the massive flow of passengers traveling to northern and central regions of Vietnam. With its spacious layout, clean facilities, and digital ticketing system, it offers a more streamlined experience compared to its predecessor. The station is quickly becoming one of the most important inter-provincial terminals in the country, providing food courts, convenience stores, and clear signage. It represents Vietnam's efforts to modernize its public transport infrastructure while maintaining connections to its past.","From ~100,000 VND depending on trip",img/mien-dong-bus-station.jpg,0:00,23:59,"10.88046437982946, 106.81568257085196"
TP004,Mien Tay Bus Station,Transportation,4.0,"395 Kinh Duong Vuong, Binh Tan District, Ho Chi Minh City",Key hub for buses heading to the Mekong Delta.,"Mien Tay Bus Station in Binh Tan District serves as the gateway to the Mekong Delta. It’s a bustling hub where passengers, including students, traders, and tourists, prepare for journeys to provinces like Can Tho and Ben Tre. The station’s slightly weathered appearance adds to its charm, creating an authentic atmosphere of local life. Street vendors offer refreshments like iced tea and grilled sausages, while travelers with bags of fruit and gifts wait for their buses. Mien Tay is more than just a transport station; it’s an emotional connector for the families, traditions, and economic exchanges between the city and the Delta.","From ~80,000 VND",img/ben-xe-mien-tay.webp,0:00,23:59,"10.73359914161463, 106.61274449361085"
TP005,An Suong Bus Station,Transportation,3.8,"National Highway 22, Hoc Mon District, Ho Chi Minh City",Serves buses going to Tay Ninh and surrounding provinces.,"An Suong Bus Station, located in the northwestern part of Ho Chi Minh City, serves as a crucial link between the city and surrounding provinces. While not as grand as the major terminals, it plays a vital role for daily commuters, particularly workers and students traveling to industrial zones. With open-air waiting areas and simple facilities, it’s a practical and efficient station that reflects the local community’s routine. Though it’s not a tourist destination, An Suong embodies the pulse of everyday life, offering a quiet, utilitarian charm.",Varies,img/an-suong-bus-station.jpg,0:00,23:59,"10.844074987357786, 106.61371086788736"
TP006,Ben Thanh Bus Hub,Transportation,4.1,"Ham Nghi St, Ben Thanh Ward, District 1, Ho Chi Minh City","Central urban bus stop, close to Ben Thanh Market and Metro Line 1.","Ben Thanh Bus Hub, located next to the iconic Ben Thanh Market in District 1, is the central point for public transit in the heart of Ho Chi Minh City. Buses from this hub connect major districts and neighborhoods with speed and efficiency. The station is surrounded by vibrant street life, including cafes, markets, and colonial architecture. It’s not just a transportation point, but a cultural crossroads where the city’s energy can be felt. As the city develops its metro system, Ben Thanh Bus Hub will continue to be a key feature of urban mobility in Saigon.","City bus fare: 7,000–15,000 VND",img/ben-thanh-bus-station.jpg,6:00,19:00,"10.770179317244299, 106.69673651286878"
TP007,Cho Lon Bus Station,Transportation,3.9,"611 Hong Bang, Ward 6, District 6, Ho Chi Minh City","Large terminal in Chinatown area, offering inner-city and suburban routes.","Located in the heart of Ho Chi Minh City's Chinatown, Cho Lon Bus Station serves as an important hub for buses traveling to and from the western and southern districts. Surrounded by Chinese temples and markets, it has a distinct cultural atmosphere. Passengers here, including shoppers and workers, represent the diversity of the neighborhood. The station's faded buses and slow pace reflect the area’s old-world charm. It’s a place where Vietnamese, Cantonese, and Teochew are spoken, and street vendors offer treats like tofu pudding and dumplings. Cho Lon Bus Station is a cultural microcosm of Saigon’s historic Chinatown.","City bus fare: 7,000–15,000 VND",img/cho-lon-bus-station.jpg,0:00,23:59,"10.751412337482769, 106.65125192555698"
TP008,Ben Thanh Metro Station,Transportation,4.2,"Le Loi St, District 1, Ho Chi Minh City","Central hub of the future Metro Line 1, connecting city center to Thu Duc.","Ben Thanh Metro Station, currently under construction beneath Ben Thanh Market, will be the heart of Ho Chi Minh City’s first metro line. Once completed, it will connect multiple lines, transforming the way people travel across the city. With sleek modern design and commercial spaces, the station is set to be a landmark of urban transit. It will ease the city’s notorious traffic and improve connectivity between districts. Beneath the bustling market, construction continues in anticipation of a smarter, faster, and more sustainable transportation future for Saigon.","Expected fare: ~15,000 VND",img/ben-thanh-station.jpg,5:00,22:00,"10.770330160161881, 106.69680679294012"
TP009,Suoi Tien Metro Station,Transportation,4.3,"Tan Phu Ward, Thu Duc City","Terminal station near Suoi Tien Theme Park, part of Metro Line 1.","Suoi Tien Metro Station, located at the eastern edge of Ho Chi Minh City in Thu Duc, will serve as a terminal for Metro Line 1. It’s strategically positioned near the Suoi Tien Theme Park and university zones, connecting commuters with both education and leisure destinations. The station’s modern design and elevated tracks mark the beginning of a new era for public transit in the city. Suoi Tien Metro Station promises to shorten travel times between downtown and the eastern suburbs, fostering economic and tourism growth in the region. The station stands ready to bridge the city’s high-energy core with its cultural and educational frontiers.","Expected fare: ~15,000 VND",img/suoi-tien-metro.jpg,5:00,22:00,"10.8662562640395, 106.80102783080385"
