CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags
FB014,Xoi Ga Number One,F&B,3.8,"37 Nguyen Huu Cau Street, Tan Dinh Ward, District 1, Ho Chi Minh City",Savory chicken sticky rice beloved by locals.,"Xoi Ga Number One is famed for serving some of the best chicken sticky rice in Saigon. The fragrant, perfectly cooked glutinous rice pairs beautifully with juicy, flavorful chicken, creating a satisfying dish with both sticky and slightly crispy textures. The savory, slightly sweet soy sauce drizzle adds to the rich flavor. Despite its simple setting, this humble eatery consistently draws long lines, especially for breakfast or late-night meals. The fast service and affordable prices make it a favorite among locals, students, and workers alike. It’s an authentic taste of Saigon’s vibrant street food scene, perfect for anyone hungry for a hearty meal.","Xoi Ga Number One is a popular spot in Ho Chi Minh City that specializes in xôi gà, a delicious Vietnamese dish made with sticky rice and chicken. Located in District 10, the restaurant has gained a loyal following for its generous servings and high-quality ingredients. The sticky rice is perfectly cooked, offering a soft and slightly chewy texture that pairs beautifully with the tender, flavorful chicken. The dish is often topped with fried shallots, fresh herbs, and a drizzle of soy sauce, enhancing the flavors and adding a satisfying crunch. Xoi Ga Number One’s signature chicken is seasoned with a blend of spices that make it incredibly aromatic and flavorful. The restaurant’s simple and casual atmosphere makes it a great place for a quick meal or a relaxed lunch. The service is fast and efficient, ensuring that guests are served quickly without compromising on quality. The menu also includes a variety of side dishes, such as pickled vegetables and fried egg, which complement the main dish perfectly. The restaurant’s prices are very reasonable, making it an affordable option for anyone wanting to enjoy a hearty and satisfying meal. Xôi gà is a popular street food, and Xoi Ga Number One elevates this humble dish to new heights with its attention to detail and high standards. The restaurant is known for its consistent quality and generous portions, making it a favorite for locals and visitors alike. Whether you're looking for a quick bite or a satisfying meal, Xoi Ga Number One offers a delicious and authentic taste of Vietnamese comfort food. For those who want to try something new and flavorful, Xoi Ga Number One is the perfect spot to experience the unique flavors of xôi gà.","~₫30,000–₫50,000/portion",img/xoi-ga-number-one.jpg,6:00,21:00,"10.773813212948014, 106.69918304031441","ga, xoi, number, xôi, gà, dish, chicken, satisfying, restaurant, flavorful"
FB015,Kabin,F&B,4.8,"1A Ton Duc Thang Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Cantonese cuisine with a luxurious touch.,"Kabin, located in the Renaissance Riverside Hotel Saigon, is a luxurious destination for lovers of refined Cantonese cuisine. The elegant decor features intricate woodwork and traditional Chinese motifs, creating a sophisticated atmosphere. The menu includes a variety of Cantonese favorites, such as delicate dim sum and lavish seafood dishes like Peking duck and lobster noodles. With an extensive selection of wine and tea to complement the meal, and attentive service, Kabin offers a memorable dining experience. The private dining rooms provide a more intimate setting for gatherings, making Kabin a top choice for anyone seeking a high-end meal in Saigon.","Kabin is an upscale Chinese restaurant located in the heart of Ho Chi Minh City, offering a refined dining experience with a focus on Cantonese cuisine. Situated in the prestigious New World Saigon Hotel, Kabin is known for its elegant interior, combining modern and traditional elements to create a sophisticated yet welcoming atmosphere. The menu features a wide variety of dishes, from dim sum and roasted meats to seafood and soups, all expertly prepared by skilled chefs. The restaurant is particularly famous for its dim sum, served freshly steamed with delicate textures and bold flavors. Kabin also offers a selection of signature Cantonese dishes, such as Peking duck, stir-fried lobster, and braised abalone, making it an ideal destination for those seeking luxurious Chinese cuisine. The service at Kabin is exceptional, with attentive staff who provide a high level of hospitality to ensure guests enjoy a memorable dining experience. The wine list is extensive, offering a carefully curated selection of wines and beverages that pair perfectly with the restaurant’s dishes. Kabin’s stylish private dining rooms make it an ideal venue for business meetings, celebrations, or family gatherings. The restaurant’s commitment to quality ingredients and presentation ensures that each dish is not only delicious but also visually stunning. For those looking to indulge in authentic Cantonese cuisine in a refined setting, Kabin is a must-visit destination. The restaurant’s serene ambiance, combined with its exceptional food and impeccable service, makes it one of the top Chinese restaurants in Ho Chi Minh City. Kabin offers an elevated dining experience, perfect for those seeking something special during their stay in the city.","~₫200,000–₫400,000/person",img/kabin-saigon.jpg,10:00,22:00,"10.774377394154472, 106.7062732491782","kabin, cantonese, restaurant, chinese, dining, cuisine, dim, sum, refined, dishes"
FB016,Lagom Café - Belgian Beer & Coffee Lounge,F&B,4.0,"36 Ton That Thiep Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Belgian beers and specialty coffee in a cozy lounge.,"Lagom Café offers a stylish blend of cozy café culture and a lively beer lounge in the heart of Ho Chi Minh City. Known for its relaxed atmosphere, Lagom serves a refreshing selection of craft Belgian beers alongside expertly brewed coffee. The decor is a mix of Scandinavian minimalism and rustic warmth, providing a great space to unwind at any time of day. Whether you’re enjoying a latte in the morning or sipping a Trappist ale in the evening, Lagom has something for every occasion. The food menu, featuring gourmet snacks and hearty platters, pairs perfectly with both coffee and beer. Regular events like live music and beer tasting add to the charm, making Lagom a must-visit spot.","Lagom Café is a unique spot in Ho Chi Minh City that blends the flavors of Belgian beer with the rich tradition of Vietnamese coffee. Located in District 1, this cozy café offers a warm, inviting atmosphere where patrons can enjoy a wide selection of Belgian beers, freshly brewed coffee, and delicious pastries. The café’s name, ""Lagom,"" is a Swedish term meaning ""just the right amount,"" which perfectly describes the café's balanced and thoughtful approach to its menu. Lagom Café is known for its selection of specialty coffees, brewed to perfection using high-quality beans sourced from Vietnam’s coffee-growing regions. The Belgian beer menu is equally impressive, offering a variety of brews from light ales to rich stouts, catering to all tastes. The combination of coffee and beer makes this café stand out as a versatile place to relax, socialize, or unwind after a long day. The modern yet cozy interior, with wooden furniture and soft lighting, creates a relaxed and comfortable vibe. The friendly staff provides excellent service, ensuring that guests feel welcome and well taken care of. The café also offers a range of light bites, such as sandwiches, salads, and cakes, making it an ideal spot for a quick snack or a casual meal. Whether you're a coffee aficionado, a beer enthusiast, or both, Lagom Café provides a unique space to enjoy these two worlds. The café is a great place to catch up with friends, enjoy a quiet moment, or even work while sipping on a cup of coffee or a cold beer. Lagom Café’s relaxed yet lively atmosphere makes it one of the best spots in the city for those seeking something different from the usual café experience. The café's central location makes it easy to visit while exploring the sights of Ho Chi Minh City.","~₫50,000–₫100,000/drink",img/lagom-cafe.jpg,8:00,23:00,"10.78708965757783, 106.69130139349136","café, lagom, beer, coffee, belgian, brewed, light, menu, rich, cozy"
FB017,Pho Bo Phu Gia,F&B,4.4,"146E Ly Chinh Thang Street, Ward 7, District 3, Ho Chi Minh City",Hearty beef noodle soup with rich broth.,"Pho Bo Phu Gia is a cherished spot for fans of authentic northern-style beef pho in Saigon. The broth is light, clear, and aromatic, offering a pure taste of traditional Hanoi flavors. With tender beef cuts, firm noodles, and a subtle seasoning that lets the natural sweetness of the beef shine through, this pho stands apart from the typical southern-style varieties. The no-frills atmosphere allows the food to take center stage, and the brisk, friendly service makes it perfect for a quick yet satisfying meal. If you’re looking for an authentic taste of northern pho in Saigon, Pho Bo Phu Gia is a must-try.","Pho Bo Phu Gia is a local favorite in Ho Chi Minh City, specializing in pho bò, the classic Vietnamese beef noodle soup. Located in District 5, the restaurant is known for its deliciously aromatic broth, which is simmered for hours to extract the rich flavors of beef bones, herbs, and spices. The pho is served with tender slices of beef, including rare steak, brisket, and tendon, each cut offering a different texture and flavor. The noodles are cooked just right, soaking up the flavorful broth while maintaining their delicate texture. Pho Bo Phu Gia offers a simple yet authentic pho experience, with fresh herbs, lime, and chili on the side for guests to customize their bowl. The restaurant’s casual atmosphere and efficient service make it a great spot for a quick meal or a relaxed lunch with friends. The menu also includes a variety of side dishes, such as fried spring rolls and pickled vegetables, which complement the pho perfectly. For pho lovers, Pho Bo Phu Gia offers one of the best bowls in the city, consistently delivering high-quality, flavorful food at reasonable prices. The restaurant is especially popular for breakfast, with locals flocking in the morning for a hot bowl of pho to start their day. The friendly staff ensures a pleasant dining experience, making customers feel at home. Whether you're new to pho or a seasoned fan, Pho Bo Phu Gia provides a memorable taste of traditional Vietnamese cuisine. The restaurant’s long-standing reputation for quality food and friendly service makes it a must-visit for anyone exploring the pho scene in Ho Chi Minh City.","~₫50,000–₫80,000/bowl",img/pho-phu-gia.jpg,6:00,21:00,"10.786419015642988, 106.68451044591998","pho, gia, bo, phu, beef, restaurant, texture, bowl, broth, herbs"
FB018,Bo Kho Ganh,F&B,4.1,"84 Nguyen Thi Minh Khai Street, Ben Thanh Ward, District 1, Ho Chi Minh City",Tender beef stew with a traditional twist.,"Bo Kho Ganh at 84 Nguyen Thi Minh Khai is a local favorite for fans of hearty Vietnamese beef stew. The bò kho is rich, aromatic, and perfectly cooked, with tender beef chunks that practically melt in your mouth. The flavorful broth blends star anise, cinnamon, lemongrass, and tomatoes, creating a comforting and slightly sweet taste. The dish can be enjoyed with a crispy baguette or over soft rice noodles. With its casual, bustling atmosphere, Bo Kho Ganh is a great place for a satisfying meal any time of day. The generous portions and affordable prices make it a go-to for stew lovers seeking pure comfort food.","Bo Kho Ganh is a well-known restaurant in Ho Chi Minh City specializing in bo kho, a hearty Vietnamese beef stew made with tender beef, aromatic spices, and vegetables. Located in District 3, this restaurant is a favorite among locals who crave the comforting flavors of bo kho. The stew is slow-cooked for hours, allowing the flavors to develop and the beef to become incredibly tender. The rich broth is spiced with lemongrass, cinnamon, and star anise, giving it a fragrant and savory aroma. The dish is often served with fresh baguette bread, allowing diners to soak up the delicious broth, or with rice noodles for a more substantial meal. The restaurant’s simple décor and relaxed atmosphere make it an ideal place for a casual meal with friends or family. Bo Kho Ganh also serves a variety of side dishes, such as pickled vegetables and fresh herbs, to complement the stew. The generous portions and affordable prices make it a great choice for anyone looking for a hearty, flavorful meal. The restaurant is particularly popular in the cooler months when the warm stew provides a comforting dish to enjoy. The service is friendly and efficient, with staff ensuring that guests have an enjoyable dining experience. Whether you're a long-time fan of bo kho or trying it for the first time, Bo Kho Ganh offers an authentic and satisfying taste of this beloved Vietnamese dish. The restaurant’s consistent quality and great value make it a go-to spot for many. For anyone seeking a comforting bowl of bo kho, Bo Kho Ganh is the place to visit.","~₫50,000–₫80,000/bowl",img/bo-kho-ganh.jpg,6:00,21:00,"10.761816091063361, 106.67302065932658","kho, bo, stew, ganh, comforting, beef, restaurant, dish, hearty, meal"
LC001,Ho Chi Minh City Post Office,Local,4.3,"2 Cong Xa Paris Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Iconic post office designed by Gustave Eiffel.,"The Ho Chi Minh City Post Office is an architectural gem and a must-see landmark. Built during the late 19th century in a blend of French colonial and Gothic styles, the building features a grand arched entrance and intricate ironwork. Inside, high vaulted ceilings and antique wooden booths add to the historical charm. A large map of southern Vietnam painted on the wall further connects the building to Saigon’s past. It’s not just a post office—it’s a piece of history, with a vibrant atmosphere perfect for photographs and a visit to soak in the architecture. Nearby cafes and shops add to the old-world charm, making it an ideal spot to explore and relax.","The Ho Chi Minh City Post Office is one of the most iconic historical landmarks in the city, blending French colonial architecture with Vietnamese design. Located in District 1, the post office is an architectural masterpiece that dates back to the early 20th century. The building’s grand facade features intricate details, including arched windows and a massive clock, making it a striking example of colonial-era design. Inside, visitors are greeted by high ceilings, ornate tiles, and beautiful frescoes, creating a timeless and elegant atmosphere. The post office is not only a functioning hub for postal services but also a popular tourist attraction, drawing visitors who want to admire the building's historical significance and beauty. The interior features a long central hall lined with wooden counters where postal workers assist customers. Tourists can take a leisurely stroll around the hall, admiring the historic features, or purchase postcards and souvenirs from the gift shop. The building also houses a small café, providing a relaxing spot to enjoy a drink while soaking in the atmosphere. The Ho Chi Minh City Post Office is a must-visit for anyone interested in history, architecture, or simply looking to explore one of the city's most famous landmarks. The building’s central location makes it easy to combine a visit with other nearby attractions, such as the Notre-Dame Cathedral and the Reunification Palace. Whether you’re sending a postcard or simply admiring the building’s beauty, the Ho Chi Minh City Post Office offers a unique glimpse into the city’s colonial past.",Free to visit,img/buu-dien-thanh-pho-hcm.jpg,7:00,17:00,"10.779842659449939, 106.69996820993975","office, post, building, colonial, admiring, hall, city, historical, landmarks, features"
LC002,Tao Dan Park,Local,4.7,"55C Nguyen Thi Minh Khai Street, Ben Thanh Ward, District 1, Ho Chi Minh City",A peaceful green park in the city center.,"Tao Dan Park is a serene green space in the heart of District 1, offering a tranquil escape from the city’s hustle and bustle. The park is popular with morning joggers, tai chi practitioners, and families looking for a quiet place to relax. Shady paths and large trees create a cool retreat, while vibrant flower gardens add color year-round. The park is especially lively in the early mornings and evenings, with locals engaging in exercise or enjoying leisurely strolls. A highlight is the collection of sculptures scattered throughout the park, which adds a whimsical touch to the peaceful atmosphere. Tao Dan Park is perfect for a reflective walk, a moment of rest, or simply unwinding in the middle of the city.","Tao Dan Park is a tranquil green oasis in the heart of Ho Chi Minh City, offering a peaceful escape from the hustle and bustle of the urban environment. Located in District 1, the park is a favorite among locals and visitors alike for morning jogs, leisurely walks, or simply relaxing under the shade of its large trees. The park features a variety of plant species, including lush trees, flowering shrubs, and well-maintained gardens, creating a beautiful, serene atmosphere. At the center of the park is a large, open space where families often gather for picnics or to enjoy outdoor activities. The park is also home to several sculptures and statues, adding a touch of art to its natural setting. One of the most notable features of Tao Dan Park is its large, peaceful pond, which is home to a variety of birds and small fish. The park's layout includes wide walking paths, exercise areas, and plenty of seating, making it a great place for both relaxation and fitness. Tao Dan Park is a hub for the local community, with many residents visiting regularly for tai chi, yoga, or simply to escape the noise of the city. The park is well-maintained, with clean pathways and ample greenery, making it a refreshing spot to unwind during the day. The park is especially popular in the early morning when the air is fresh and the park is less crowded. Tao Dan Park is also a wonderful place to observe local life, as many people come here to socialize, practice traditional games, or enjoy the peaceful environment. Whether you're looking for a place to relax or a scenic spot for a stroll, Tao Dan Park offers a beautiful and calming experience in the heart of Ho Chi Minh City. The park is open to the public, and it is free to visit, making it an accessible destination for all. Whether you're visiting for a few hours or planning to spend an afternoon here, Tao Dan Park provides a refreshing respite in the middle of the city.",Free,img/cong-vien-tao-dan.jpg,0:00,23:59,"10.774553608778882, 106.69244078025946","park, dan, tao, peaceful, refreshing, trees, morning, large, visiting, maintained"
LC003,Book Street,Local,4.4,"Nguyen Van Binh Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A charming street lined with bookstores and cafes.,"Đường Sách, or Book Street, is a unique cultural hub located near Nguyen Hue Walking Street, where literature lovers can indulge in a world of books. The street is lined with bookshops offering a mix of Vietnamese and international literature, art books, travel guides, and rare editions. Many bookstores have cozy reading corners where you can relax with a book and coffee. There are also occasional book launches, author talks, and exhibitions, making it a dynamic spot for cultural exchange. Whether you’re looking for a new read or just want to enjoy a peaceful vibe, Đường Sách is an oasis for bookworms in the heart of the city.","Book Street, or ""Street of Books"" (Nguyen Van Binh Street), is a cultural and literary hub located in the heart of Ho Chi Minh City. This unique street, which runs along the side of the Saigon Central Post Office, is lined with small, charming bookstores offering a wide variety of books in different genres. From fiction and history to travel guides and children's books, Book Street has something for every reader. The street itself has a vibrant and creative atmosphere, with the smell of freshly printed pages and the soft hum of conversations filling the air. Many of the shops also sell stationery, bookmarks, and other literary-themed accessories, making it a perfect destination for book lovers. The layout of the street is designed to encourage leisurely browsing, with bookstands and small tables set up along the pedestrian walkway. Book Street has become a cultural landmark, offering visitors a chance to discover both Vietnamese and international authors. The street is especially lively in the evenings when locals and tourists alike come to enjoy a cup of coffee while reading a book or magazine. In addition to books, there are often special events, book signings, and exhibitions that attract literature enthusiasts from around the world. The proximity of the street to other iconic landmarks, such as the Notre-Dame Cathedral and the Saigon Central Post Office, makes it an ideal stop for anyone exploring the city. Book Street is a great place to find a unique gift or souvenir, especially for those who love literature and want to bring home a piece of Vietnam’s literary culture. Whether you’re looking for a new book to read, an interesting conversation, or just a quiet spot to relax, Book Street offers a charming and inspiring environment for all book lovers. With its cozy atmosphere and abundance of reading material, it’s no wonder that Book Street has become one of Ho Chi Minh City’s most beloved destinations for those seeking a literary escape.",Free to visit; costs depend on personal spending,img/duong-sach.jpg,0:00,23:59,"10.780977944667105, 106.70007230244788","book, street, books, literary, reading, charming, office, post, small, lovers"
LC004,Notre-Dame Cathedral Basilica of Saigon,Local,4.1,"1 Cong Xa Paris Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Historic cathedral with stunning French architecture.,"The Notre-Dame Cathedral Basilica of Saigon is one of the most iconic landmarks in Ho Chi Minh City. Built by the French in the late 19th century, the cathedral features a striking red brick facade, twin bell towers, and intricate stained glass windows. It’s a peaceful spot to admire both the exterior and the serene interior, which is still used for regular mass services. The cathedral is located in the heart of District 1, surrounded by bustling streets, cafes, and shops. Its architectural grandeur, along with the surrounding area perfect for photography, makes it an essential stop for visitors looking to explore Saigon’s French heritage.","The Notre-Dame Cathedral Basilica of Saigon is one of the most iconic and recognizable landmarks in Ho Chi Minh City. Located in the heart of District 1, the cathedral was built in the late 19th century during the French colonial period and is a stunning example of neo-Romanesque architecture. The cathedral’s towering spires, which reach a height of 58 meters, are visible from many parts of the city and are a testament to the architectural grandeur of the time. The exterior of the cathedral is adorned with intricate stone carvings, arched windows, and rose-colored bricks, giving it a majestic and timeless appearance. Inside, the cathedral features high ceilings, stained glass windows, and beautiful wooden pews, creating a peaceful and reverent atmosphere. The cathedral’s main altar is impressive, with an ornate design that reflects its Catholic heritage. The Notre-Dame Cathedral is a popular destination for both religious services and tourists alike, with many visitors coming to admire the architecture and take photographs. The peaceful surrounding park is a great place to relax and enjoy the beauty of the cathedral’s exterior. The cathedral’s central location makes it an easy stop when exploring other nearby attractions, such as the Saigon Central Post Office and the Book Street. The Notre-Dame Cathedral also serves as a center for Catholic worship, with regular Masses and services held throughout the week. The cathedral is an important cultural and religious symbol for the people of Ho Chi Minh City, with its historic and architectural significance contributing to its status as a must-see destination. Whether you're interested in history, architecture, or simply seeking a quiet space to reflect, the Notre-Dame Cathedral offers a peaceful retreat in the heart of the city.",Free to visit,img/nha-tho-duc-ba.jpg,8:00,17:00,"10.779800051912392, 106.69901831414568","cathedral, notre, dame, architecture, exterior, peaceful, religious, windows, architectural, services"
LC005,Nha Rong Wharf,Local,4.7,"1 Nguyen Tat Thanh Street, Ward 12, District 4, Ho Chi Minh City",Historic port museum with Saigon River views.,"Bến Nhà Rồng, or the Saigon River Port, is a historical landmark with deep ties to Vietnam’s colonial past. It’s famous for being the departure point of Ho Chi Minh (then Nguyen Ai Quoc) in 1911, marking the start of his revolutionary journey. The building combines Western colonial architecture with Eastern design, featuring large columns and arched windows. Today, it houses the Ho Chi Minh Museum, showcasing items related to the leader’s life and Vietnam’s path to independence. The riverside location offers scenic views, making this a peaceful and educational stop for history enthusiasts or those simply enjoying a walk along the river.","Nha Rong Wharf, located along the Saigon River, is a historic site that played a significant role in Vietnam’s history, particularly during the 19th century. This former trading port was once a bustling hub for merchants and a key point for shipping goods in and out of Ho Chi Minh City. The wharf’s historical importance is further highlighted by the fact that it was from here that Ho Chi Minh, the founding father of the modern Vietnamese state, set sail to China and later to Europe. The building that now stands at Nha Rong Wharf has been preserved and transformed into a museum, showcasing exhibits related to Ho Chi Minh’s life and Vietnam’s struggle for independence. The architecture of the building is a blend of traditional Vietnamese and French colonial styles, with a grand, imposing façade and an open, airy design. Visitors can explore the museum’s many rooms, which are filled with photographs, documents, and artifacts that tell the story of the Vietnamese revolution and Ho Chi Minh’s pivotal role in it. Nha Rong Wharf offers a picturesque view of the Saigon River, making it a lovely spot to enjoy a leisurely walk along the water. The surrounding area is also home to a small park where visitors can sit and relax while taking in the views of the river. Nha Rong Wharf is an important cultural and historical site, offering visitors a glimpse into Vietnam’s past and the life of one of its most important leaders. The museum is a great stop for those interested in learning more about Vietnam’s history and its journey to independence. The wharf’s central location near other major attractions makes it easy to include in any sightseeing itinerary. Whether you're interested in history, culture, or simply enjoying the riverside atmosphere, Nha Rong Wharf offers a fascinating and serene experience.",Free to visit,img/ben-nha-rong.jpg,8:00,17:00,"10.76818190356668, 106.70686546017299","wharf, rong, nha, museum, river, vietnam, history, independence, role, site"
LC006,Independence Palace,Local,4.6,"135 Nam Ky Khoi Nghia Street, Ben Thanh Ward, District 1, Ho Chi Minh City",The iconic Reunification Palace rich in history.,"The Independence Palace, or Dinh Độc Lập, stands as a symbol of Vietnam’s history and reunification. Once the presidential residence and workplace during the Vietnam War, its mix of 1960s modernism and traditional Vietnamese elements makes it a unique architectural site. Visitors can explore rooms like the President's office, banquet hall, and iconic war rooms in the basement, including bunkers and control centers. The lush gardens, pool, and helipad add to the grandeur of the palace. It’s a must-visit for anyone interested in understanding the historical and political changes that shaped modern Vietnam.","The Independence Palace, also known as the Reunification Palace, is one of the most important historical landmarks in Ho Chi Minh City. Located in District 1, the palace was the site of the fall of Saigon in 1975, marking the end of the Vietnam War and the reunification of North and South Vietnam. The palace was originally built in the 1960s to serve as the presidential residence for South Vietnam’s government, and its architecture reflects the style of the era, with large open spaces, grand hallways, and lush gardens. Inside, the palace is a time capsule, with rooms preserved in their original state, including the presidential office, conference rooms, and a war operations room complete with vintage equipment. The rooftop helipad is one of the most iconic features of the palace, as it was here that the final helicopter evacuations took place during the fall of Saigon. Visitors to the Independence Palace can take guided tours to learn about its history, explore its many rooms, and admire the stunning views of the surrounding city. The palace’s large, manicured gardens and open courtyards offer a peaceful retreat, providing a beautiful contrast to the historical significance of the building. The Independence Palace is an essential stop for anyone interested in learning about Vietnam’s history and the events that shaped the country’s modern identity. The palace’s central location makes it easy to visit along with other nearby attractions, such as the Notre-Dame Cathedral and the Saigon Central Post Office. Whether you’re fascinated by history, architecture, or just want to explore one of Ho Chi Minh City’s most iconic landmarks, the Independence Palace is a must-see destination.","~₫40,000–₫60,000/entry",img/dinh-doc-lap.jpg,7:30,18:00,"10.77700907919212, 106.69530175013531","palace, independence, vietnam, history, reunification, rooms, office, gardens, historical, open"
LC007,Saigon Zoo and Botanical Gardens,Local,4.0,"2 Nguyen Binh Khiem Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A large zoo and botanical garden in the city.,"Thảo Cầm Viên, or the Saigon Zoo and Botanical Gardens, is one of the oldest zoos in the world, established in 1865. This lush, green space is a favorite among locals and visitors looking for a break from the city. The zoo is home to a variety of animals, including tigers, elephants, and monkeys, along with native Vietnamese species. The botanical gardens feature beautiful landscapes with rare plants and flowers, perfect for a leisurely stroll. The nostalgic charm of the zoo, with its colonial-era structures, makes it a great family-friendly destination. Whether you’re interested in wildlife or simply want to enjoy the greenery, Thảo Cầm Viên offers a peaceful retreat in the city.","The Saigon Zoo and Botanical Gardens is one of the oldest zoos in Vietnam, offering a fascinating combination of wildlife and botanical beauty. Located in District 1, the zoo is home to a variety of animal species, including tigers, elephants, monkeys, and a wide range of birds and reptiles. The zoo’s lush greenery and scenic gardens provide a relaxing setting for visitors to enjoy nature while observing the animals. The botanical gardens feature a diverse collection of plants, including tropical flowers, towering trees, and exotic plants, making it a peaceful escape from the urban environment. The zoo and gardens are popular among families, as it offers an educational experience for children, teaching them about wildlife conservation and the importance of protecting animal habitats. The zoo’s spacious enclosures allow the animals to roam and interact with their environment, offering a more natural experience for both the animals and the visitors. The botanical gardens are perfect for a leisurely stroll, with winding paths, flower beds, and shaded areas for relaxation. The zoo’s central location near other major attractions, such as the War Remnants Museum and the Reunification Palace, makes it an easy stop during a day of sightseeing. The Saigon Zoo and Botanical Gardens also host events and exhibitions throughout the year, attracting both locals and tourists. Whether you're interested in animal watching, plant photography, or simply spending time outdoors, the zoo and gardens offer a refreshing and educational experience in the heart of the city.","~₫50,000–₫100,000/entry",img/thao-cam-vien.jpg,7:00,18:00,"10.787348494748628, 106.70505598909709","zoo, gardens, botanical, animals, animal, wildlife, plants, educational, environment, tropical"
LC008,Museum of Vietnamese History,Local,4.2,"2 Nguyen Binh Khiem Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Museum showcasing Vietnam’s fascinating history.,"The Museum of Vietnamese History is a treasure trove of artifacts showcasing Vietnam’s rich past. Located in a stunning colonial building, the museum offers an in-depth look at Vietnam’s ancient cultures, dynastic periods, and more recent historical struggles. Highlights include an impressive collection of Cham sculptures and insightful exhibits about Vietnam’s revolutionary struggles, including the French colonial era and the Vietnam War. This museum is a must-visit for history buffs or anyone wanting to understand the evolution of Vietnam through its art, culture, and political history.","The Museum of Vietnamese History, located near the Saigon Zoo in District 1, is a treasure trove of artifacts and exhibits that showcase Vietnam’s rich cultural and historical heritage. The museum’s collection spans thousands of years of Vietnamese history, from the ancient Dong Son culture to the struggles of the Vietnam War and the country’s journey to independence. The museum’s exhibits include ancient pottery, traditional costumes, religious artifacts, and historical documents that provide a deep insight into Vietnam’s diverse cultures and civilizations. The building itself is an architectural gem, featuring a blend of French colonial and traditional Vietnamese design elements. Visitors can explore the museum’s many galleries, each dedicated to different periods in Vietnam’s history, from the prehistoric era to the revolutionary movements of the 20th century. The museum’s large, well-curated displays make it an educational experience for visitors of all ages, and it is a must-see for anyone interested in learning about Vietnam’s past. The museum’s peaceful garden provides a quiet space to reflect on the exhibits and enjoy the natural beauty of the surroundings. The Museum of Vietnamese History is one of the best places in Ho Chi Minh City to learn about the country’s heritage and the events that shaped its identity. Whether you’re a history enthusiast, a student, or a curious traveler, the museum offers a comprehensive look at Vietnam’s fascinating history. Its central location makes it easy to combine with other nearby attractions, creating an enriching cultural experience during your visit to the city.","~₫30,000–₫50,000/entry",img/bao-tang-lich-su.jpg,8:00,17:00,"10.788089045344142, 106.70472839931904","museum, history, vietnam, exhibits, artifacts, vietnamese, country, heritage, historical, cultural"
LC009,Cu Chi Tunnels,Local,4.5,"Phu Hiep Hamlet, Phu My Hung Commune, Cu Chi District, Ho Chi Minh City",Explore the historic underground tunnels of Cu Chi.,"The Cu Chi Tunnels are a remarkable historical site located about 60 kilometers from Ho Chi Minh City. These extensive underground networks were used by the Viet Cong during the Vietnam War as living quarters, kitchens, hospitals, and storage rooms. Visitors can crawl through narrow passages, explore hidden traps and secret entrances, and learn about the construction and survival tactics used in the tunnels. The site offers an immersive experience into wartime conditions and the ingenuity required to survive. With educational displays, guides, and demonstrations of old tactics, the Cu Chi Tunnels offer a powerful glimpse into Vietnam's wartime history and resilience.","The Cu Chi Tunnels, located just outside Ho Chi Minh City, are a remarkable historical site that offers a glimpse into Vietnam’s wartime past. This extensive network of tunnels was used by the Viet Cong during the Vietnam War as a hiding, living, and fighting space. The tunnels stretch over 200 kilometers and are a testament to the ingenuity and resilience of the Vietnamese people. Visitors can explore the tunnels, which are narrow and concealed, offering a firsthand experience of the conditions soldiers endured during the war. The Cu Chi Tunnels complex includes a variety of areas, such as living quarters, kitchens, storage rooms, and underground hospitals, all designed to withstand enemy attacks. There are also exhibits showcasing wartime weapons, traps, and artifacts, providing deeper insight into the tactical strategies employed. The site is an educational experience, helping visitors understand the challenges faced by the Viet Cong during the war and the lengths they went to in order to survive. Tours often include demonstrations of how the tunnels were used for ambushes and combat, giving visitors a sense of the history that unfolded here. While the tunnels are small and can be claustrophobic, many tourists are brave enough to crawl through certain sections to experience the space firsthand. The Cu Chi Tunnels are located in a rural area, making it a peaceful escape from the busy city life. The site also offers a chance to learn about the local flora and fauna, as the surrounding area is lush and green. It is a must-visit for anyone interested in Vietnam’s history, especially the war years. Visiting the Cu Chi Tunnels provides a unique and educational experience that’s both humbling and informative. It’s an excellent way to better understand the resilience of the Vietnamese people and the sacrifices made during the war.","~₫100,000–₫200,000/tour",img/dia-dao-cu-chi.jpg,8:00,17:00,"11.141406968354879, 106.46213251440814","tunnels, cu, war, site, resilience, firsthand, used, living, educational, vietnam"
